Player,Yrs,G,PTS,TRB,AST,STL,BLK,FG%,3P%,FT%,Date,City,State
Eddie Griffin,5,303,2171,1744,236,105,518,0.377,0.315,0.671,"May 30, 1982",Philadelphia,Pennsylvania
Dick Groat,1,26,309,86,69,,,0.368,,0.79,"Nov 4, 1930",Wilkinsburg,Pennsylvania
Gene Guarilia,4,129,413,294,36,,,0.376,,0.611,"Sep 13, 1937",Duryea,Pennsylvania
Matt Guokas,10,735,4285,1446,2174,117,41,0.489,,0.727,"Feb 25, 1944",Philadelphia,Pennsylvania
Richard Hamilton,14,921,15708,2852,3125,714,131,0.449,0.346,0.852,"Feb 14, 1978",Coatesville,Pennsylvania
Herm Hedderick,1,5,4,4,2,,,0.222,,0,"Jan 10, 1930",Erie,Pennsylvania
Wayne Hightower,10,565,6568,3966,959,,,0.381,0,0.752,"Jan 14, 1940",Philadelphia,Pennsylvania
Simmie Hill,4,252,2449,1330,334,13,16,0.432,0.293,0.763,"Nov 14, 1946",Midland,Pennsylvania
Darrun Hilliard,2,57,229,65,44,16,2,0.394,0.364,0.732,"Apr 13, 1993",Bethlehem,Pennsylvania
Essie Hollis,1,25,69,45,6,11,1,0.4,,0.75,"May 16, 1955",Erie,Pennsylvania
Rondae Hollis-Jefferson,2,53,342,271,97,62,30,0.42,0.262,0.734,"Jan 03, 1995",Chester,Pennsylvania
Greg Howard,2,92,312,227,53,,,0.388,,0.697,"Jan 8, 1948",Pittsburgh,Pennsylvania
Mo Howard,1,32,152,39,42,17,8,0.485,,0.686,"Aug 25, 1954",Philadelphia,Pennsylvania
Tom Ingelsby,3,75,242,97,75,33,5,0.424,0.2,0.773,"Feb 12, 1951",Philadelphia,Pennsylvania
Mike Iuzzolino,2,122,1096,238,522,82,7,0.457,0.404,0.798,"Jan 22, 1968",Altoona,Pennsylvania
Marc Jackson,7,387,3238,1655,311,147,102,0.446,0.226,0.814,"Jan 16, 1975",Philadelphia,Pennsylvania
Buddy Jeannette*,3,139,997,,287,,,0.341,,0.781,"Sep 15, 1917",New Kensington,Pennsylvania
Ollie Johnson,10,690,5341,2280,1212,455,224,0.496,0.15,0.827,"May 11, 1949",Philadelphia,Pennsylvania
Stew Johnson,9,647,10538,4263,984,176,40,0.423,0.308,0.788,"Aug 19, 1944",Clairton,Pennsylvania
Askia Jones,1,11,45,11,16,6,0,0.341,0.167,0.813,"Dec 03, 1971",Philadelphia,Pennsylvania
Derrick Jones,1,2,3,0,0,0,0,1,,1,"Feb 15, 1997",Chester,Pennsylvania
Wali Jones,11,678,6672,1471,2099,48,3,0.409,0.24,0.802,"Feb 14, 1942",Philadelphia,Pennsylvania
George Karl,5,264,1703,369,795,232,20,0.465,0.222,0.78,"May 12, 1952",Penn Hills,Pennsylvania
D.J. Kennedy,1,2,12,7,3,2,0,0.417,0.5,0,"Nov 05, 1989",Pittsburgh,Pennsylvania
Pickles Kennedy,1,7,12,8,9,,,0.19,,0.667,"May 17, 1938",Philadelphia,Pennsylvania
Lari Ketner,2,25,34,34,2,4,3,0.406,,0.667,"Feb 01, 1977",Philadelphia,Pennsylvania
Michael Kidd-Gilchrist,5,230,2086,1429,286,152,175,0.463,0.226,0.696,"Sep 26, 1993",Philadelphia,Pennsylvania
Bo Kimble,3,105,574,162,98,41,14,0.386,0.291,0.728,"Apr 9, 1966",Philadelphia,Pennsylvania
Herm Klotz,1,11,15,,7,,,0.226,,0.333,"Oct 21, 1921",Philadelphia,Pennsylvania
Billy Knight,11,821,13901,4377,1862,834,143,0.507,0.284,0.827,"Jun 9, 1952",Braddock,Pennsylvania
Rob Kurz,1,40,157,81,20,14,19,0.389,0.395,0.8,"Mar 05, 1985",Philadelphia,Pennsylvania
Jim Lampley,1,1,3,5,0,1,0,0.333,,0.5,"Jul 2, 1960",Harrisburg,Pennsylvania
Stu Lantz,8,547,6782,1820,1566,121,18,0.435,,0.814,"Jul 13, 1946",Uniontown,Pennsylvania
Rich Laurel,1,10,24,10,3,3,1,0.323,,1,"Jul 11, 1954",Philadelphia,Pennsylvania
Jason Lawson,1,17,26,27,5,4,4,0.6,,0.8,"Sep 02, 1974",Philadelphia,Pennsylvania
Hal Lear,1,3,4,1,1,,,0.333,,,"Jan 31, 1935",Philadelphia,Pennsylvania
Jeff Lebo,1,4,6,4,3,2,0,0.286,,1,"Oct 5, 1966",Carlisle,Pennsylvania
Ralph Lewis,3,99,229,118,29,25,7,0.414,0.25,0.562,"Mar 28, 1963",Philadelphia,Pennsylvania
Bobby Lloyd,2,125,1127,220,229,,,0.407,0.385,0.872,"Jan 3, 1946",Upper Darby,Pennsylvania
Lewis Lloyd,7,388,5130,1192,1138,365,133,0.524,0.213,0.771,"Feb 22, 1959",Philadelphia,Pennsylvania
Kyle Lowry,11,681,9413,2752,3913,933,180,0.421,0.363,0.799,"Mar 25, 1986",Philadelphia,Pennsylvania
Maurice Lucas,14,1021,14857,9306,2498,803,659,0.471,0.143,0.765,"Feb 18, 1952",Pittsburgh,Pennsylvania
Pete Maravich*,10,658,15948,2747,3563,587,108,0.441,0.667,0.82,"Jun 22, 1947",Aliquippa,Pennsylvania
Jack Marin,11,849,12541,4405,1813,155,59,0.465,,0.843,"Oct 12, 1944",Sharon,Pennsylvania
Donyell Marshall,15,957,10716,6376,1305,790,848,0.435,0.35,0.731,"May 18, 1973",Reading,Pennsylvania
Eddie Mast,3,112,283,265,51,,,0.385,,0.604,"Oct 3, 1948",Philadelphia,Pennsylvania
Andre McCarter,3,103,392,95,172,37,0,0.431,0.25,0.725,"Aug 25, 1953",Philadelphia,Pennsylvania
T.J. McConnell,2,109,609,318,501,134,13,0.465,0.317,0.655,"Mar 25, 1992",Pittsburgh,Pennsylvania
Patrick McFarland,3,148,947,298,219,76,12,0.458,0.262,0.771,"Dec 7, 1951",Philadelphia,Pennsylvania
Aaron McKie,13,793,5871,2587,2126,912,164,0.438,0.35,0.779,"Oct 02, 1972",Philadelphia,Pennsylvania
Bob McNeill,2,125,575,179,327,,,0.394,,0.819,"Oct 22, 1938",Philadelphia,Pennsylvania
Bill Melchionni,9,646,6870,1284,3247,172,20,0.459,0.236,0.809,"Oct 19, 1944",Philadelphia,Pennsylvania
Red Mihalik,1,7,6,,0,,,0.333,,,"Sep 22, 1916",Ford City,Pennsylvania
Larry Miller,7,486,6595,2434,1155,57,6,0.432,0.248,0.724,"Apr 4, 1946",Allentown,Pennsylvania
Bill Mlkvy,1,31,181,101,62,,,0.305,,0.646,"Jan 19, 1931",Palmerton,Pennsylvania
Cuttino Mobley,11,747,11964,2902,2015,878,313,0.433,0.378,0.835,"Sep 01, 1975",Philadelphia,Pennsylvania
Earl Monroe*,13,926,17454,2796,3594,473,121,0.464,,0.807,"Nov 21, 1944",Philadelphia,Pennsylvania
Jackie Moore,3,134,365,338,67,,,0.391,,0.623,"Sep 24, 1932",Philadelphia,Pennsylvania
Johnny Moore,9,520,4890,1548,3866,1017,116,0.46,0.251,0.712,"Mar 3, 1958",Altoona,Pennsylvania
Marcus Morris,6,368,3827,1526,541,272,89,0.431,0.36,0.708,"Sep 02, 1989",Philadelphia,Pennsylvania
Markieff Morris,6,399,4620,2178,683,378,247,0.442,0.322,0.763,"Sep 02, 1989",Philadelphia,Pennsylvania
Ronald Murray,8,487,4817,1006,1096,404,100,0.414,0.304,0.725,"Jul 29, 1979",Philadelphia,Pennsylvania
Jameer Nelson,13,782,9267,2371,4068,710,58,0.437,0.367,0.813,"Feb 09, 1982",Chester,Pennsylvania
John Olive,2,35,44,20,3,4,0,0.31,,0.783,"Mar 1, 1955",Philadelphia,Pennsylvania
Doug Overton,11,499,2253,654,1038,202,19,0.412,0.319,0.816,"Aug 3, 1969",Philadelphia,Pennsylvania
Billy Owens,10,600,7026,4016,1704,569,321,0.481,0.291,0.629,"May 1, 1969",Carlisle,Pennsylvania
Andy Panko,1,1,0,0,0,0,0,,,,"Nov 27, 1977",Harrisburg,Pennsylvania
Barry Parkhill,3,173,970,224,386,87,30,0.399,0.114,0.769,"May 10, 1951",Philadelphia,Pennsylvania
Lamar Patterson,1,35,84,50,39,9,2,0.35,0.245,0.727,"Aug 12, 1991",Lancaster,Pennsylvania
Geoff Petrie,6,446,9732,1271,2057,247,33,0.455,,0.805,"Apr 17, 1948",Darby,Pennsylvania
James Phelan,1,4,3,5,2,,,0,,0.5,"Mar 19, 1929",Philadelphia,Pennsylvania
Tom Piotrowski,1,18,30,16,5,1,3,0.462,,1,"Oct 17, 1960",West Chester,Pennsylvania
Dave Popson,3,41,76,46,13,4,6,0.405,0,0.75,"May 17, 1964",Kingston,Pennsylvania
Stephen Previs,1,30,55,14,24,,,0.383,0.125,0.533,"Feb 9, 1950",Bethel Park,Pennsylvania
Jeremy Richardson,3,45,86,25,5,4,0,0.333,0.385,0.625,"Feb 11, 1984",Allentown,Pennsylvania
Pooh Richardson,10,639,7083,1807,4180,817,111,0.444,0.329,0.652,"May 14, 1966",Philadelphia,Pennsylvania
Dick Ricketts,3,212,1974,1337,447,,,0.328,,0.692,"Dec 4, 1933",Pottstown,Pennsylvania
Wilbert Robinson,1,45,389,79,132,51,9,0.413,0,0.851,"Dec 25, 1949",Uniontown,Pennsylvania
Guy Rodgers*,12,892,10415,3791,6917,,,0.378,,0.721,"Sep 1, 1935",Philadelphia,Pennsylvania
Malik Rose,13,813,5003,3371,684,487,293,0.437,0.177,0.743,"Nov 23, 1974",Philadelphia,Pennsylvania
Ron Rowan,1,7,12,1,1,4,0,0.444,1,0.75,"Apr 23, 1962",New Brighton,Pennsylvania
Jerry Rullo,4,95,271,,70,,,0.292,,0.591,"Jun 23, 1923",Philadelphia,Pennsylvania
John Salmons,13,895,8292,2603,2183,756,239,0.431,0.366,0.799,"Dec 12, 1979",Philadelphia,Pennsylvania
Ray Scott,11,811,11629,7979,1781,,,0.409,0.6,0.727,"Jul 12, 1938",Philadelphia,Pennsylvania
George Senesky,8,482,3455,878,1553,,,0.313,,0.702,"Apr 4, 1922",Mahanoy City,Pennsylvania
Mustafa Shakur,2,25,52,22,29,5,3,0.339,0.091,0.529,"Aug 18, 1984",Philadelphia,Pennsylvania
Lionel Simmons,7,454,5833,2833,1498,514,361,0.433,0.305,0.771,"Nov 14, 1968",Philadelphia,Pennsylvania
Sean Singletary,1,37,90,35,29,11,0,0.365,0.4,0.857,"Sep 06, 1985",Philadelphia,Pennsylvania
Steven Smith,1,8,5,6,0,1,0,0.25,,0.5,"Apr 12, 1983",Philadelphia,Pennsylvania
Mike Sojourner,3,191,1658,1237,172,88,106,0.48,,0.671,"Oct 16, 1953",Philadelphia,Pennsylvania
Willard Sojourner,4,309,1868,1488,227,40,152,0.486,0.167,0.684,"Sep 10, 1948",Philadelphia,Pennsylvania
Willie Somerset,3,143,3129,652,514,,,0.425,0.28,0.808,"Mar 17, 1942",Sharon,Pennsylvania
Art Spector,4,169,852,,143,,,0.28,,0.575,"Oct 17, 1920",Philadelphia,Pennsylvania
Erv Staggs,1,53,453,122,76,,,0.399,0.286,0.64,,Philadelphia,Pennsylvania
Keith Starr,1,17,14,10,6,1,0,0.25,,1,"Mar 14, 1954",Sewickley,Pennsylvania
Larry Stewart,5,270,2005,1077,338,147,106,0.509,0.205,0.753,"Sep 21, 1968",Philadelphia,Pennsylvania
Maurice Stokes*,3,202,3315,3492,1062,,,0.351,,0.698,"Jun 17, 1933",Pittsburgh,Pennsylvania
Bob Sura,10,657,5654,2240,2474,641,142,0.414,0.325,0.689,"Mar 25, 1973",Wilkes-Barre,Pennsylvania
George Sutor,3,79,380,404,30,,,0.341,0,0.595,"Sep 14, 1943",Philadelphia,Pennsylvania
Walt Szczerbiak,1,53,333,150,41,,,0.629,0,0.66,"Aug 21, 1949",Pittsburgh,Pennsylvania
Dave Twardzik,8,536,4977,1286,1823,650,46,0.527,0.245,0.821,"Sep 20, 1950",Hershey,Pennsylvania
Jack Twyman*,11,823,15840,5424,1861,,,0.45,,0.778,"May 11, 1934",Pittsburgh,Pennsylvania
Stephen Vacendak,3,83,824,238,194,,,0.39,0.2,0.754,"Aug 15, 1944",Scranton,Pennsylvania
Dion Waiters,5,305,3936,793,772,308,79,0.41,0.335,0.704,"Dec 10, 1991",Philadelphia,Pennsylvania
Horace Walker,1,65,438,466,69,,,0.339,,0.725,"Apr 17, 1937",Chester,Pennsylvania
Phil Walker,1,40,178,52,54,14,5,0.354,,0.667,"Mar 20, 1956",Philadelphia,Pennsylvania
Wally Walker,8,565,3968,1759,844,216,111,0.467,0.2,0.643,"Jul 18, 1954",Millersville,Pennsylvania
Rasheed Wallace,16,1109,16006,7404,1994,1090,1460,0.467,0.336,0.721,"Sep 17, 1974",Philadelphia,Pennsylvania
Matt Walsh,1,2,2,0,0,0,0,1,,0,"Dec 02, 1982",Holland,Pennsylvania
Hakim Warrick,8,526,4947,2117,400,218,154,0.49,0.191,0.726,"Jul 08, 1982",Philadelphia,Pennsylvania
Jim Washington,11,774,8168,6637,1105,83,100,0.449,,0.705,"Jul 1, 1943",Philadelphia,Pennsylvania
Trooper Washington,6,426,4499,4271,1027,,,0.532,0.333,0.615,"Apr 21, 1944",Philadelphia,Pennsylvania
Maalik Wayns,2,29,78,9,29,8,0,0.3,0.226,0.895,"May 02, 1991",Philadelphia,Pennsylvania
Brant Weidner,1,8,8,11,0,0,2,0.222,,1,"Oct 28, 1960",Orefield,Pennsylvania
Bob Weiss,12,783,5989,1398,2931,287,52,0.428,,0.828,"May 7, 1942",Easton,Pennsylvania
Doug West,12,676,6477,1670,1292,459,189,0.481,0.191,0.801,"May 27, 1967",Altoona,Pennsylvania
Rodney White,4,218,1540,485,237,118,65,0.424,0.314,0.749,"Jun 28, 1980",Philadelphia,Pennsylvania
Alvin Williams,9,460,4161,1140,1877,549,109,0.421,0.313,0.76,"Aug 06, 1974",Philadelphia,Pennsylvania
Earl Williams,4,146,664,814,126,62,62,0.432,,0.475,"Mar 24, 1951",Levittown,Pennsylvania
Hank Williams,1,39,163,89,25,14,4,0.436,0.136,0.783,"Apr 28, 1952",Norristown,Pennsylvania
Isaiah Wilson,2,78,357,86,113,,,0.39,0.375,0.767,"May 31, 1948",Philadelphia,Pennsylvania
Luke Witte,3,118,372,357,60,13,45,0.402,,0.685,"Oct 19, 1950",Philadelphia,Pennsylvania
Randy Woods,4,151,356,93,257,85,4,0.34,0.305,0.683,"Sep 23, 1970",Philadelphia,Pennsylvania
Dennis Wuycik,3,157,684,323,128,22,5,0.46,0.143,0.672,"Mar 29, 1950",Ambridge,Pennsylvania
Marvin Barnes,6,315,5034,2873,651,365,438,0.481,0.214,0.691,"Jul 27, 1952",Providence,Rhode Island
Ernie Calverley,3,165,1961,,572,,,0.291,,0.707,"Jan 30, 1924",Pawtucket,Rhode Island
Ernie DiGregorio,5,312,2997,610,1594,190,14,0.415,,0.902,"Jan 15, 1951",North Providence,Rhode Island
Tom Garrick,4,251,1359,501,853,266,22,0.469,0.083,0.775,"Jul 7, 1966",West Warwick,Rhode Island
Joe Hassett,6,292,1723,307,386,126,17,0.421,0.336,0.861,"Sep 11, 1955",Providence,Rhode Island
Ricky Ledo,2,28,109,38,21,7,1,0.336,0.371,0.769,"Sep 10, 1992",Providence,Rhode Island
Owen Wells,1,33,99,35,22,9,3,0.42,,0.682,"Dec 9, 1950",Providence,Rhode Island
Willie Anderson,9,555,6771,2082,2105,594,342,0.471,0.266,0.786,"Jan 8, 1967",Greenville,South Carolina
Jim Barnett,11,732,8536,2259,2232,131,30,0.435,,0.797,"Jul 7, 1944",Greenville,South Carolina
Leon Benbow,2,115,628,214,183,73,17,0.394,,0.759,"Jul 23, 1950",Columbia,South Carolina
Trevor Booker,7,419,2803,2273,408,299,240,0.516,0.301,0.622,"Nov 25, 1987",Newberry,South Carolina
Winford Boynes,3,177,1478,363,207,125,42,0.435,0,0.783,"May 17, 1957",Greenville,South Carolina
Kevin Brooks,3,126,417,141,48,18,6,0.401,0.2,0.859,"Oct 12, 1969",Beaufort,South Carolina
Kwame Brown,12,607,4035,3333,554,324,376,0.492,0.111,0.57,"Mar 10, 1982",Charleston,South Carolina
Pete Chilcutt,9,584,2494,1935,488,267,210,0.441,0.381,0.696,"Sep 14, 1968",Sumter,South Carolina
Tyrone Corbin,16,1065,9766,5046,1894,1228,270,0.456,0.299,0.791,"Dec 31, 1962",Columbia,South Carolina
Michael Dickerson,5,212,3257,609,553,213,85,0.432,0.402,0.784,"Jun 25, 1975",Greenville,South Carolina
Alex English*,15,1193,25613,6538,4351,1067,833,0.507,0.217,0.832,"Jan 5, 1954",Columbia,South Carolina
Raymond Felton,12,803,9750,2506,4687,1039,171,0.412,0.329,0.789,"Jun 26, 1984",Marion,South Carolina
Kevin Garnett,21,1462,26071,14662,5445,1859,2037,0.497,0.275,0.789,"May 19, 1976",Mauldin,South Carolina
Mike Gibson,2,64,101,106,14,13,11,0.387,,0.679,"Oct 27, 1960",Williamsburg County,South Carolina
Tom Henderson,9,650,6088,1494,3136,760,76,0.433,0,0.739,"Jan 26, 1952",Newberry,South Carolina
Harold Jamison,2,37,72,60,10,7,2,0.46,,0.424,"Nov 20, 1976",Orangeburg,South Carolina
Anthony Johnson,13,793,4432,1358,2274,551,92,0.414,0.356,0.745,"Oct 02, 1974",Charleston,South Carolina
Clyde Mayes,2,74,297,279,40,9,46,0.446,,0.567,"Mar 17, 1953",Greenville,South Carolina
Xavier McDaniel,12,870,13606,5313,1775,791,416,0.485,0.261,0.718,"Jun 4, 1963",Columbia,South Carolina
Dean Meminger,6,416,2552,1086,1046,242,28,0.475,,0.627,"May 13, 1948",Walterboro,South Carolina
Khris Middleton,4,267,3644,1009,710,351,54,0.449,0.4,0.873,"Aug 12, 1991",Charleston,South Carolina
Lowes Moore,3,112,752,227,316,89,19,0.442,0.2,0.75,"May 5, 1957",Plymouth,South Carolina
Mikki Moore,13,564,3257,2196,409,179,306,0.551,0.154,0.743,"Nov 04, 1975",Orangeburg,South Carolina
Larry Nance,13,920,15687,7352,2393,872,2027,0.546,0.145,0.755,"Feb 12, 1959",Anderson,South Carolina
Jermaine O'Neal,18,1011,13309,7261,1369,470,1820,0.467,0.147,0.715,"Oct 13, 1978",Columbia,South Carolina
Josh Powell,7,316,1226,932,161,49,68,0.438,0.35,0.743,"Jan 25, 1983",Charleston,South Carolina
Laron Profit,4,135,441,209,166,70,25,0.419,0.236,0.712,"Aug 05, 1977",Charleston,South Carolina
Clifford Ray,10,784,5821,6953,1728,501,638,0.524,0,0.588,"Jan 21, 1949",Union,South Carolina
Stanley Roberts,8,300,2555,1549,189,110,385,0.499,0,0.514,"Feb 07, 1970",Hopkins,South Carolina
Ramon Sessions,10,642,6870,1771,2688,448,50,0.437,0.314,0.79,"Apr 11, 1986",Myrtle Beach,South Carolina
John Shumate,5,318,3920,2388,574,323,224,0.516,0,0.72,"Apr 6, 1952",Greenville,South Carolina
Levern Tart,4,274,5316,1374,830,,,0.445,0.253,0.784,"Jun 1, 1942",Marion,South Carolina
Jayson Williams,9,475,3472,3584,287,204,301,0.44,0.125,0.606,"Feb 22, 1968",Ritter,South Carolina
Travis Williams,2,47,151,111,22,20,6,0.47,0,0.54,"May 27, 1969",Columbia,South Carolina
Leon Wood,6,274,1742,316,867,127,4,0.392,0.326,0.792,"March 25, 1962",Columbia,South Carolina
Ray Ellefson,2,6,6,8,0,,,0.111,,1,"November 18, 1922",Brookings,South Dakota
Mike Miller,17,1016,10954,4342,2648,571,229,0.459,0.407,0.769,"Feb 19, 1980",Mitchell,South Dakota
Med Park,5,313,1924,967,532,,,0.379,,0.728,"Apr 11, 1933",Britton,South Dakota
Jared Reiner,2,46,54,109,14,8,13,0.342,,0.286,"Apr 08, 1982",Tripp,South Dakota
Jon Sundvold,9,502,3886,554,1469,220,5,0.452,0.392,0.849,"Jul 2, 1961",Sioux Falls,South Dakota
Vincent Askew,9,467,3311,1176,1017,304,106,0.479,0.3,0.754,"Feb 28, 1966",Memphis,Tennessee
Corey Beck,3,88,241,125,123,43,9,0.451,0.6,0.684,"May 27, 1971",Memphis,Tennessee
William Bedford,6,238,964,573,109,37,126,0.416,0.318,0.605,"Dec 14, 1963",Memphis,Tennessee
Tarik Black,3,126,647,646,72,41,56,0.553,0,0.571,"Nov 22, 1991",Memphis,Tennessee
Corey Brewer,10,659,6295,1938,1076,861,187,0.423,0.285,0.711,"Mar 05, 1986",Portland,Tennessee
Antonio Burks,2,81,186,49,104,33,1,0.387,0.235,0.571,"Feb 25, 1980",Memphis,Tennessee
Mike Butler,4,245,2158,375,504,,,0.393,0.289,0.866,"Oct 22, 1946",Memphis,Tennessee
Derrick Byars,1,2,10,11,1,2,0,0.273,0,1,"Apr 25, 1984",Memphis,Tennessee
Rodney Carney,5,299,1778,588,132,159,100,0.422,0.338,0.704,"Apr 15, 1984",Memphis,Tennessee
Carlos Clark,2,93,223,86,65,43,3,0.407,0,0.803,"Aug 10, 1960",Somerville,Tennessee
Ian Clark,4,145,550,140,123,46,22,0.445,0.377,0.8,"Mar 07, 1991",Memphis,Tennessee
Coty Clarke,1,3,6,1,0,0,0,0.5,1,,"Jul 04, 1992",Antioch,Tennessee
Lester Conner,12,687,4337,1861,2669,1085,64,0.453,0.202,0.753,"Sep 17, 1959",Memphis,Tennessee
Charles Davis,8,415,2214,1008,309,127,74,0.451,0.17,0.737,"Oct 5, 1958",Nashville,Tennessee
Tony Delk,10,545,4957,1351,1024,447,77,0.408,0.343,0.769,"Jan 28, 1974",Covington,Tennessee
Larry Finch,2,128,1106,217,301,78,7,0.431,0.342,0.829,"Feb 16, 1951",Memphis,Tennessee
Chris Garner,2,46,72,36,63,28,5,0.28,0.19,0.615,"Feb 02, 1975",Memphis,Tennessee
Calvin Garrett,4,166,855,436,242,94,18,0.457,0.3,0.767,"Jul 11, 1956",Parsons,Tennessee
Sylvester Gray,1,55,440,286,117,36,25,0.42,0.25,0.673,"Jul 8, 1967",Millington,Tennessee
Marcus Haislip,4,89,311,131,16,15,34,0.437,0.35,0.659,"Dec 22, 1980",Lewisburg,Tennessee
Steve Hamer,1,35,76,60,7,2,4,0.526,0,0.552,"Nov 13, 1973",Memphis,Tennessee
Anfernee Hardaway,14,704,10684,3146,3525,1125,312,0.458,0.316,0.774,"Jul 18, 1971",Memphis,Tennessee
Bob Harris,5,325,2209,1824,502,,,0.385,,0.628,"Mar 16, 1927",Linden,Tennessee
David Harrison,4,189,949,549,47,64,185,0.53,,0.525,"Aug 15, 1982",Nashville,Tennessee
Trenton Hassell,9,644,3741,1826,1132,282,272,0.445,0.318,0.765,"Mar 04, 1979",Clarksville,Tennessee
Kirk Haston,2,27,32,27,8,0,6,0.232,0,0.5,"Mar 10, 1979",Loblesville,Tennessee
Cedric Henderson,5,260,1885,755,419,228,111,0.436,0.14,0.715,"Mar 11, 1975",Memphis,Tennessee
Keith Herron,3,124,1219,242,174,105,30,0.438,0.167,0.858,"Jun 14, 1956",Memphis,Tennessee
Paul Hogue,2,65,409,461,48,,,0.365,,0.448,"Apr 28, 1940",Knoxville,Tennessee
Otis Howard,1,14,59,41,5,2,2,0.429,,0.478,"Nov 5, 1956",Oak Ridge,Tennessee
Bailey Howell*,12,950,17770,9383,1853,,,0.48,,0.762,"Jan 20, 1937",Middleton,Tennessee
Lester Hudson,4,57,268,77,71,32,8,0.375,0.277,0.806,"Aug 07, 1984",Memphis,Tennessee
Les Hunter,7,468,5735,3224,752,,,0.443,0.199,0.699,"Aug 16, 1942",Nashville,Tennessee
Abdul Jeelani,2,143,1290,500,160,84,71,0.473,0,0.802,"Feb 10, 1954",Bells,Tennessee
John Jenkins,5,145,734,213,116,31,12,0.448,0.364,0.849,"Mar 06, 1991",Nashville,Tennessee
